symbol,timestamp_utc,air_temp_3m,rel_hum_3m,wind_spd_avg,wind_spd_max,wind_direction,sw_rad_in,battv_min
CAAM,2026-04-20 16:45:00+00,-26.03,64.52,1.128,1.686,357.9,0.001,12.75
CAAM,2026-04-20 16:30:00+00,-26.83,63.58,1.688,2.509,311.0,0.001,12.75
CAAM,2026-04-20 16:15:00+00,-26.15,62.84,0.801,2.234,310.2,0.0,12.76
CAAM,2026-04-20 16:00:00+00,-26.22,62.61,1.001,1.627,328.3,0.0,12.76
CAAM,2026-04-20 15:45:00+00,-26.17,61.57,0.964,1.823,110.1,0.0,12.76
CAAM,2026-04-20 15:30:00+00,-26.09,60.14,1.406,1.999,147.0,0.001,12.76
CAAM,2026-04-20 15:15:00+00,-25.37,59.32,0.849,1.137,101.4,0.0,12.76
CAAM,2026-04-20 15:00:00+00,-25.11,60.68,0.461,1.078,16.53,0.001,12.76
CAAM,2026-04-20 14:45:00+00,-25.26,60.25,0.803,1.784,319.0,0.0,12.76
CAAM,2026-04-20 14:30:00+00,-25.31,57.93,1.39,2.587,326.5,0.001,12.76
CAAM,2026-04-20 14:15:00+00,-24.89,54.96,1.099,2.195,110.9,0.001,12.76
CAAM,2026-04-20 14:00:00+00,-24.05,51.96,1.137,2.607,339.9,0.001,12.76
CAAM,2026-04-20 13:45:00+00,-23.76,52.88,1.841,2.313,316.2,0.001,12.76
CAAM,2026-04-20 13:30:00+00,-24.41,54.85,1.7,2.47,62.87,0.0,12.76
CAAM,2026-04-20 13:15:00+00,-24.35,54.83,0.759,1.882,308.4,0.0,12.76
CAAM,2026-04-20 13:00:00+00,-24.48,54.49,1.355,2.607,271.3,0.0,12.76
CAAM,2026-04-20 12:45:00+00,-24.29,55.23,1.779,2.568,154.7,0.001,12.76
CAAM,2026-04-20 12:30:00+00,-24.35,55.65,1.768,2.901,130.6,0.001,12.76
CAAM,2026-04-20 12:15:00+00,-24.34,50.81,1.175,2.332,49.89,0.001,12.76
CAAM,2026-04-20 12:00:00+00,-22.98,46.48,2.086,3.606,319.1,0.001,12.76
CAAM,2026-04-20 11:45:00+00,-22.38,46.43,1.429,2.47,317.2,0.001,12.76
CAAM,2026-04-20 11:30:00+00,-22.58,47.23,2.102,3.097,314.6,0.002,12.76
CAAM,2026-04-20 11:15:00+00,-22.93,50.91,2.233,3.018,314.0,0.003,12.76
CAAM,2026-04-20 11:00:00+00,-23.41,56.4,1.949,2.96,314.4,0.001,12.76
CAAM,2026-04-20 10:45:00+00,-23.79,58.02,1.929,3.254,313.5,0.001,12.76
CAAM,2026-04-20 10:30:00+00,-24.41,59.01,0.968,2.117,294.7,0.001,12.76
CAAM,2026-04-20 10:15:00+00,-23.79,58.22,1.315,2.587,312.9,0.001,12.76
CAAM,2026-04-20 10:00:00+00,-24.1,58.47,0.929,2.195,326.3,0.002,12.76
CAAM,2026-04-20 09:45:00+00,-24.25,57.97,1.254,1.784,315.0,0.001,12.77
CAAM,2026-04-20 09:30:00+00,-24.25,58.32,0.431,1.588,310.2,0.001,12.76
CAAM,2026-04-20 09:15:00+00,-24.25,57.67,1.501,1.98,337.7,0.0,12.76
CAAM,2026-04-20 09:00:00+00,-25.3,60.12,1.149,3.038,339.6,0.001,12.77
CAAM,2026-04-20 08:45:00+00,-24.57,56.18,0.987,3.312,309.3,0.001,12.77
CAAM,2026-04-20 08:30:00+00,-24.12,56.24,1.996,3.822,350.0,0.001,12.77
CAAM,2026-04-20 08:15:00+00,-24.63,58.33,2.324,3.842,318.4,0.003,12.77
CAAM,2026-04-20 08:00:00+00,-24.52,56.25,1.488,3.058,313.0,0.001,12.77
CAAM,2026-04-20 07:45:00+00,-24.65,58.34,2.328,4.234,318.4,0.0,12.77
CAAM,2026-04-20 07:30:00+00,-25.5,61.02,2.004,2.999,307.2,0.001,12.77
CAAM,2026-04-20 07:15:00+00,-25.35,56.74,2.349,3.45,311.5,0.001,12.77
CAAM,2026-04-20 07:00:00+00,-23.89,56.9,2.397,3.665,313.8,0.0,12.77
CAAM,2026-04-20 06:45:00+00,-24.05,57.07,1.079,1.862,311.4,0.001,12.78
CAAM,2026-04-20 06:30:00+00,-24.16,54.42,0.227,0.941,289.6,0.001,12.77
CAAM,2026-04-20 06:15:00+00,-23.96,53.07,0.795,2.43,316.5,0.001,12.77
CAAM,2026-04-20 06:00:00+00,-24.01,52.9,1.308,2.136,323.2,0.001,12.78
CAAM,2026-04-20 05:45:00+00,-23.9,50.17,0.933,2.724,307.2,0.004,12.78
CAAM,2026-04-20 05:30:00+00,-23.64,51.42,2.111,2.862,314.7,0.02,12.78
CAAM,2026-04-20 05:15:00+00,-24.57,51.56,1.946,3.097,315.7,0.08,12.79
CAAM,2026-04-20 05:00:00+00,-22.73,47.7,1.836,3.234,323.6,0.304,12.79
CAAM,2026-04-20 04:45:00+00,-23.11,49.36,1.319,2.96,319.7,0.795,12.79
CAAM,2026-04-20 04:30:00+00,-23.17,49.03,0.626,1.117,341.8,1.532,12.8
CAAM,2026-04-20 04:15:00+00,-23.17,48.99,1.103,2.019,314.5,2.429,12.8
CAAM,2026-04-20 04:00:00+00,-23.93,50.72,1.566,2.999,25.88,3.501,12.81
CAAM,2026-04-20 03:45:00+00,-23.33,49.62,1.158,2.078,115.4,4.67,12.81
CAAM,2026-04-20 03:30:00+00,-23.47,49.35,1.423,2.293,312.8,5.905,12.81
CAAM,2026-04-20 03:15:00+00,-21.96,42.72,1.334,2.901,312.1,7.166,12.82
CAAM,2026-04-20 03:00:00+00,-21.56,45.8,1.799,2.705,316.2,8.28,12.82
CAAM,2026-04-20 02:45:00+00,-22.96,47.08,3.025,4.155,317.3,9.33,12.82
